Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3219,4,0,5855,218,232,1123,Rawah,C7201
2907,16,997,2435,187,252,1513,Commanche,C4758
2820,21,192,3194,240,194,1538,Commanche,C4703
3203,4,30,5153,224,231,735,Rawah,C7101
2994,10,240,2646,204,223,175,Rawah,C7745
2955,14,90,1816,226,209,2687,Commanche,C7202
3257,21,277,1719,198,254,4142,Neota,C7756
3277,8,234,3512,215,224,2530,Commanche,C7755
2566,25,0,1230,193,180,6615,Rawah,C7745
3281,10,127,6127,230,219,424,Rawah,C8771
3109,9,124,1050,230,242,1698,Rawah,C7201
3179,17,242,582,191,208,1879,Neota,C7201
2445,18,85,342,186,253,108,Cache,C4703
2894,16,400,960,217,203,1624,Commanche,C4703
3213,5,30,4670,209,233,365,Rawah,C8771
3100,12,175,570,186,238,1395,Neota,C7201
3349,15,540,1784,224,248,1481,Commanche,C7756
3050,16,484,5487,194,253,872,Rawah,C7745
3302,13,942,2463,238,238,2300,Commanche,C7757
3387,11,218,2754,237,221,1570,Commanche,C8771
2769,11,90,2106,239,228,1040,Rawah,C4744
2825,4,85,1954,226,233,2544,Commanche,C7702
2283,21,361,270,208,189,1574,Cache,C4703
2538,13,60,1507,235,215,4428,Rawah,C7745
3225,19,624,450,185,204,1919,Commanche,C7757
3032,13,127,2399,241,221,3056,Commanche,C7700
3161,3,0,658,212,240,2316,Neota,C7202
2136,25,108,570,141,218,306,Cache,C4703
3188,3,481,1718,216,234,300,Commanche,C7202
3070,5,553,5941,226,241,2955,Rawah,C7745
3011,9,210,2896,234,228,6615,Rawah,C7745
3386,11,391,2930,190,237,2038,Rawah,C8772
3293,13,297,1530,241,221,2248,Commanche,C7756
2830,30,42,1368,163,251,534,Commanche,C4758
3025,18,324,750,202,200,1788,Commanche,C7756
3108,20,902,2685,205,193,2191,Commanche,C7700
3222,12,42,3331,188,227,4153,Rawah,C7101
3100,20,600,1253,235,196,962,Rawah,C7745
3209,10,127,875,231,241,2407,Commanche,C7202
2866,9,268,2408,207,225,2490,Rawah,C7745
3251,29,666,797,243,224,1523,Commanche,C7709
3173,6,30,755,230,235,1405,Rawah,C7202
2659,21,67,2044,172,204,2411,Commanche,C4703
2980,15,402,426,242,214,684,Commanche,C7757
3156,11,216,2460,235,240,3083,Commanche,C7700
3117,7,228,1142,205,244,1358,Commanche,C7202
2815,12,120,3048,233,242,2520,Rawah,C4744
3262,17,272,3642,239,206,1727,Rawah,C7745
2949,7,150,3963,226,243,2103,Rawah,C4744
2734,5,390,1541,221,229,1908,Rawah,C4744
3047,12,319,2296,227,246,1338,Commanche,C7756
2719,13,120,1806,239,217,190,Commanche,C7755
2397,13,180,972,238,217,1260,Cache,C2717
3268,19,850,1667,216,194,2967,Commanche,C7757
3267,3,192,6241,225,237,335,Rawah,C7201
2479,23,210,805,150,224,1530,Cache,C4703
3169,13,524,5943,192,248,2534,Rawah,C7746
3111,14,134,3841,203,212,2001,Commanche,C7700
3275,13,819,6293,187,246,1875,Rawah,C7745
2545,34,175,433,109,216,1024,Cache,C4703
2927,12,297,3373,241,223,2300,Rawah,C4744
3451,9,531,1106,207,222,1550,Neota,C8776
3103,5,42,4410,225,240,1510,Rawah,C7201
3240,16,342,1753,241,235,1422,Neota,C7757
2652,12,30,1934,215,215,1664,Rawah,C6101
2881,10,192,2695,231,221,2414,Rawah,C7746
3001,17,351,5859,173,244,1848,Rawah,C7745
3109,12,30,339,191,247,2185,Neota,C7201
3183,6,153,3127,226,228,3534,Rawah,C7201
3011,8,319,5012,228,224,4374,Rawah,C7745
2515,10,180,240,224,218,891,Rawah,C4744
3226,18,150,3528,215,199,3442,Rawah,C7202
2821,13,339,1764,238,217,752,Commanche,C7755
3114,12,242,1065,240,229,1748,Rawah,C7201
3284,14,306,1600,242,222,2703,Rawah,C8772
3295,21,331,3144,197,254,541,Commanche,C7757
2991,15,360,4326,211,207,5027,Rawah,C7745
2984,4,845,1167,210,236,2154,Commanche,C7756
2818,15,30,2413,193,211,899,Commanche,C7202
3391,23,360,2335,164,202,2414,Neota,C7757
3251,6,532,2657,202,240,360,Commanche,C7756
2883,3,541,3967,225,236,5821,Rawah,C4744
1958,21,134,134,247,201,571,Cache,C2704
3083,28,285,3546,234,233,1026,Commanche,C7757
3222,8,764,6252,203,246,1532,Rawah,C7745
2877,17,170,1521,187,252,618,Commanche,C4758
2451,12,485,977,203,251,543,Cache,C2703
3155,13,242,2940,241,232,3322,Rawah,C7745
2863,27,457,1832,137,216,2071,Commanche,C4758
2873,1,0,6225,217,236,4405,Rawah,C7745
3049,12,0,2081,212,251,175,Commanche,C7755
3026,13,552,1044,242,227,1355,Rawah,C7745
3225,11,108,4318,207,219,2094,Commanche,C7201
3044,14,0,4320,232,211,2814,Rawah,C7745
2678,6,175,1789,227,227,5305,Rawah,C7745
2986,7,708,2912,233,230,1044,Commanche,C7790
2780,35,150,1409,243,209,1724,Commanche,C4758
3085,15,150,484,243,231,696,Commanche,C7700
2841,3,42,579,215,233,626,Commanche,C7755
3410,6,691,2024,231,234,1704,Rawah,C8703
3161,7,210,2239,202,237,691,Commanche,C7202
3177,6,433,4154,231,237,968,Rawah,C7745
3172,14,30,4381,215,208,3378,Commanche,C7201
2816,17,60,2164,231,202,2177,Commanche,C7202
2988,10,395,5212,237,225,1871,Rawah,C7745
3243,23,255,2603,251,204,3115,Commanche,C8772
2922,10,552,3060,198,224,3573,Rawah,C4744
3295,26,108,5160,215,173,30,Rawah,C7745
3160,10,1231,3025,233,240,1813,Commanche,C7757
3235,14,495,3571,216,209,1800,Commanche,C7755
2929,4,256,1944,216,244,1786,Commanche,C7202
2999,14,153,1889,217,251,3827,Rawah,C7202
2700,13,391,960,228,212,743,Rawah,C7745
3236,13,85,3421,240,234,4015,Rawah,C8772
3075,14,124,1739,212,252,212,Commanche,C7756
2991,6,228,4755,230,232,5089,Rawah,C7745
2913,9,300,5749,215,249,5688,Rawah,C6101
2252,18,350,510,190,205,467,Cache,C4703
3224,13,433,2255,228,246,1716,Commanche,C7755
3114,13,360,658,240,235,1092,Commanche,C7756
2539,17,120,1065,217,251,1369,Commanche,C2705
2738,13,150,1764,188,247,926,Commanche,C7757
3253,16,228,342,245,217,741,Neota,C7700
2853,14,150,1857,240,235,2420,Rawah,C7745
2810,16,124,2497,231,204,2906,Rawah,C7745
3382,7,268,5257,210,227,646,Rawah,C8772
2831,8,234,759,233,236,120,Rawah,C7745
3178,16,67,1742,208,203,1705,Commanche,C7700
2936,10,234,5665,204,249,3212,Rawah,C7745
3215,11,510,2733,230,244,2925,Commanche,C7757
2979,25,127,750,209,250,1615,Commanche,C7757
2797,4,127,3082,224,239,5850,Rawah,C4744
2959,2,127,1253,222,239,324,Commanche,C7756
2433,12,90,480,218,250,1392,Cache,C2717
2889,17,150,1739,183,212,2780,Commanche,C7757
2618,14,339,524,188,219,937,Commanche,C4704
2703,3,120,1974,225,236,5312,Rawah,C7745
3248,14,335,3132,240,235,1100,Commanche,C7756
3217,10,0,3428,201,224,2420,Commanche,C7755
3263,3,524,1846,210,236,700,Commanche,C7201
2812,19,175,1976,249,216,997,Commanche,C4758
2768,12,309,1517,216,214,2430,Rawah,C7745
3062,11,390,2975,220,216,1740,Commanche,C7756
2949,18,42,2029,227,198,2718,Commanche,C7202
2781,13,134,750,203,215,2359,Commanche,C4704
3278,25,313,2458,204,251,1065,Commanche,C7757
2957,11,90,789,193,225,2100,Commanche,C7700
2867,30,134,4963,254,194,4592,Rawah,C7746
3251,9,300,1396,220,221,1477,Rawah,C7745
2856,11,30,3463,199,223,2722,Rawah,C7202
2514,22,446,481,167,249,1142,Commanche,C2705
3286,6,997,2348,222,244,2061,Commanche,C7755
3153,21,162,3019,214,251,1033,Commanche,C7757
2951,6,0,1836,219,227,1528,Rawah,C7202
2870,31,300,1265,251,180,824,Commanche,C4758
2697,31,85,2175,245,218,2621,Rawah,C7746
3181,9,150,4934,235,236,2311,Rawah,C7745
2939,14,0,376,242,220,1261,Rawah,C7746
3074,17,376,680,217,201,2943,Commanche,C7700
2495,13,95,492,195,220,1383,Cache,C4703
2624,21,350,750,207,188,437,Commanche,C7757
2358,19,190,1167,244,232,1022,Cache,C2704
2687,8,295,1869,234,235,2647,Commanche,C2703
2665,22,376,1173,251,207,3642,Rawah,C7745
3138,24,234,3303,198,181,1500,Commanche,C7755
3006,21,234,1312,246,229,3250,Rawah,C7201
2864,17,516,525,223,201,2379,Rawah,C7700
2883,11,366,2423,233,241,2063,Commanche,C7702
3101,6,67,2166,204,234,1907,Rawah,C7745
3092,14,319,2374,180,231,1120,Rawah,C7745
2913,6,366,4308,222,227,5673,Rawah,C4744
3164,13,30,1762,231,214,2161,Commanche,C7202
3168,17,255,3503,172,241,1415,Rawah,C7745
3419,19,162,2676,249,212,1954,Commanche,C8772
3084,12,228,3638,204,216,819,Rawah,C7201
3268,11,134,1458,194,227,577,Rawah,C8771
2845,27,313,1299,149,195,1224,Commanche,C7757
3341,14,361,3130,230,245,1142,Commanche,C7756
2121,18,85,379,169,222,484,Cache,C4703
2582,22,0,1500,193,189,6741,Rawah,C7745
2929,26,330,331,142,207,1224,Rawah,C7746
2766,6,30,716,230,234,2569,Commanche,C4704
2866,20,190,371,249,209,1801,Rawah,C7746
3406,9,433,1931,196,234,674,Commanche,C8771
3029,16,42,778,243,214,390,Commanche,C7757
3224,11,702,2073,232,218,2680,Commanche,C7700
2729,37,162,1124,107,230,1425,Commanche,C4758
3076,20,255,774,241,200,1110,Rawah,C7745
3037,15,30,4380,205,208,2758,Rawah,C7745
3279,27,60,2164,205,249,792,Commanche,C8772
2873,15,335,3204,215,207,937,Commanche,C7756
2903,28,212,5560,253,190,4408,Rawah,C7745
3226,12,210,4763,186,234,895,Rawah,C7745
2588,29,212,537,127,211,1082,Cache,C4703
2596,34,150,1639,167,248,323,Commanche,C2705
2098,18,313,342,192,204,726,Cache,C4703
3287,4,30,5775,219,243,591,Rawah,C8771
2918,17,95,2591,209,253,768,Commanche,C4758
2831,14,190,1050,200,252,153,Commanche,C4758
3200,20,997,1529,187,199,888,Commanche,C7757
3255,12,256,1329,230,244,2793,Rawah,C7201
3185,14,541,1643,186,220,2609,Commanche,C7757
2436,24,90,993,251,199,1080,Commanche,C2705
2867,23,242,1436,149,221,2581,Commanche,C7757
2996,31,212,1910,129,191,1657,Commanche,C7757
2673,23,85,1761,216,249,1136,Commanche,C2705
2592,2,201,240,223,238,6133,Rawah,C7745
3197,6,85,558,203,241,1401,Commanche,C7202
2848,14,30,1371,244,223,2432,Commanche,C7755
3188,2,514,2995,214,237,3446,Rawah,C7746
2632,24,124,1266,180,187,6532,Rawah,C7745
3294,3,90,5699,224,239,648,Rawah,C8771
3130,13,67,3952,191,223,201,Commanche,C7202
3071,16,350,1384,203,206,1928,Commanche,C7700
3000,18,700,1651,232,201,2869,Commanche,C7757
2445,15,30,1800,234,210,324,Commanche,C4703
3199,9,30,3348,222,247,1350,Commanche,C7202
2769,13,150,1448,235,241,1689,Rawah,C4744
2293,24,277,845,146,217,569,Cache,C4703
2988,7,42,4480,221,225,134,Rawah,C7745
2883,2,430,3929,214,240,5750,Rawah,C7745
2700,5,360,994,228,231,1728,Rawah,C4744
3046,5,361,2270,206,235,1249,Rawah,C7202
3158,10,571,765,234,224,1425,Neota,C7201
2710,7,42,1511,224,224,972,Rawah,C7102
2784,23,242,570,225,245,604,Rawah,C7746
3292,17,616,3226,222,201,633,Commanche,C7700
2801,22,108,3870,153,218,976,Rawah,C7745
3135,13,0,4719,233,214,2980,Rawah,C7745
2499,13,216,1061,190,221,361,Cache,C2717
3017,10,283,5200,237,233,900,Rawah,C7746
2644,12,175,2135,235,241,2551,Commanche,C2705
2854,8,361,2166,232,228,1630,Rawah,C4744
3007,11,210,342,191,231,309,Neota,C7201
3169,9,323,4791,236,234,2223,Rawah,C7745
2919,15,499,674,227,247,1498,Commanche,C2705
2961,21,190,1025,187,195,3481,Commanche,C7700
3185,4,306,4875,211,243,2442,Rawah,C7202
2856,3,402,2005,224,233,2128,Rawah,C7745
2940,15,95,1003,212,252,666,Commanche,C4758
3094,19,849,1061,179,205,1546,Commanche,C7700
2982,13,618,5980,200,251,6429,Rawah,C7745
3109,8,162,2028,197,237,2452,Commanche,C7756
2942,21,120,6096,171,251,4882,Rawah,C7700
3241,7,0,3403,217,225,2012,Rawah,C7745
3148,10,180,4676,210,219,1443,Rawah,C7746
2968,24,212,3121,170,252,1954,Commanche,C4758
3272,12,485,810,186,236,541,Commanche,C7756
2758,8,0,2212,206,228,3050,Rawah,C7202
3259,19,366,2659,170,216,335,Commanche,C7757
2733,14,60,1114,230,211,2260,Commanche,C7755
2841,16,67,2473,243,214,2255,Rawah,C7745
2983,12,42,4906,194,224,1116,Rawah,C7102
3106,7,558,3783,226,226,3573,Rawah,C7745
2956,5,0,2202,210,231,912,Rawah,C7102
3180,11,706,1828,215,217,2477,Commanche,C7755
3201,12,949,4171,187,230,2301,Rawah,C7202
2781,15,60,3360,232,244,3144,Rawah,C7746
2830,28,573,4203,233,235,1678,Commanche,C4758
2756,21,228,541,236,240,582,Rawah,C7746
2480,17,127,1988,219,250,124,Commanche,C2703
2998,8,430,1822,233,238,2905,Commanche,C7756
3163,5,247,2155,223,242,607,Commanche,C7202
3344,8,240,1448,199,234,1888,Commanche,C7756
2830,17,30,644,176,246,1705,Commanche,C4758
3120,17,162,1982,211,253,604,Rawah,C7201
2808,20,108,3587,169,211,5872,Rawah,C7745
2876,9,108,1727,198,232,1443,Commanche,C7756
3237,1,182,30,217,237,1106,Commanche,C7756
3056,6,480,4986,215,227,418,Rawah,C7745
2651,3,390,534,218,241,1416,Commanche,C2703
2909,18,85,5487,241,205,4129,Rawah,C7745
2873,17,85,3341,214,199,2448,Rawah,C7202
3128,25,90,2926,213,249,1116,Commanche,C7757
3126,12,457,4039,240,230,4597,Rawah,C7746
1968,19,134,420,219,195,711,Cache,C2702
3423,21,446,750,157,233,1180,Neota,C8776
2947,30,268,1410,146,246,256,Commanche,C4758
3041,9,828,5442,220,220,5645,Rawah,C4744
2675,17,201,3504,241,209,2338,Commanche,C4704
2468,17,180,1237,246,228,1560,Commanche,C2705
2397,29,361,778,127,216,309,Cache,C4703
3232,12,607,1510,218,213,2352,Neota,C7757
2867,15,170,2821,242,233,2228,Rawah,C7745
3075,10,42,3719,217,219,417,Commanche,C7202
3090,7,85,3885,216,225,1075,Rawah,C7745
2731,6,218,1690,223,227,499,Rawah,C7745
3249,8,488,5168,197,237,1950,Rawah,C7745
3100,15,192,959,244,220,2200,Rawah,C7745
2883,12,108,2843,208,214,2316,Commanche,C7201
3002,12,543,547,239,221,1123,Rawah,C7745
3054,17,30,4674,227,201,492,Rawah,C7746
2742,5,0,2881,208,233,4866,Rawah,C7102
3004,7,192,5923,228,226,3551,Rawah,C7745
2648,16,0,1398,201,205,1201,Commanche,C7102
3287,36,309,3154,253,184,3007,Rawah,C8772
2158,37,67,390,113,163,532,Cache,C4703
2935,12,420,4079,235,217,4395,Rawah,C7202
2844,15,170,2305,239,212,2363,Rawah,C7745
2643,4,150,484,224,239,1465,Rawah,C4744
2894,11,150,2845,238,227,2255,Rawah,C7746
3184,11,30,2264,239,232,4049,Neota,C7202
3007,22,342,1909,181,195,1602,Commanche,C7757
3140,5,90,1230,227,231,4776,Neota,C7101
2838,18,30,3936,194,254,3335,Rawah,C7746
2483,6,228,134,213,227,1748,Cache,C2717
3031,13,361,5406,202,215,3866,Rawah,C7745
3295,19,488,1559,245,207,1560,Rawah,C8772
3285,20,300,4074,162,240,1739,Commanche,C7201
2937,18,85,430,198,201,1499,Commanche,C7700
3035,11,90,2661,239,227,1341,Commanche,C7757
2698,12,201,1842,199,220,2181,Commanche,C4703
2725,22,124,1827,223,185,1296,Commanche,C4703
3023,12,95,1371,211,251,646,Commanche,C7755
2727,10,95,1961,230,242,1173,Rawah,C4744
2772,21,0,2410,204,191,3880,Rawah,C7202
3129,29,674,1003,249,214,2581,Rawah,C7745
2947,16,433,537,212,205,743,Commanche,C7756
3233,12,124,1756,226,214,2405,Rawah,C8772
3000,13,778,1231,222,210,2524,Commanche,C7756
3055,6,664,1524,229,232,1158,Rawah,C7202
3076,7,90,3625,220,225,1560,Rawah,C7202
3183,17,120,1354,238,239,2574,Rawah,C7745
3019,5,618,1773,207,234,2184,Commanche,C7755
2483,10,0,301,228,219,1590,Cache,C2706
3236,9,30,1471,235,225,2724,Rawah,C7201
3139,19,0,1282,249,217,824,Commanche,C7201
2333,12,42,1293,241,228,190,Cache,C2717
3163,10,60,541,221,218,1511,Rawah,C7202
3010,22,446,1110,201,254,443,Commanche,C4758
3129,6,0,2206,205,242,842,Commanche,C7202
3103,26,201,990,251,217,1113,Commanche,C7201
2780,17,511,1706,227,201,2542,Rawah,C4744
2949,12,458,4709,211,214,5443,Rawah,C4744
2831,10,0,4585,203,224,4756,Rawah,C6101
3001,7,335,5016,211,226,4478,Rawah,C7745
3034,9,845,5923,224,246,3530,Rawah,C7745
3172,13,201,2686,187,247,646,Commanche,C7755
2124,10,384,467,222,218,967,Cache,C2706
3213,14,228,3012,182,229,1521,Commanche,C7202
2945,11,297,5514,237,223,3967,Rawah,C7745
2701,8,124,1620,209,225,812,Rawah,C4744
3055,10,127,1905,217,217,1753,Rawah,C7746
2959,27,212,6233,252,192,4147,Rawah,C7745
3182,10,108,1674,237,234,1631,Neota,C7101
3118,7,234,3697,215,224,1382,Rawah,C7745
3020,1,42,4157,220,237,1103,Rawah,C7101
2968,28,134,2079,251,186,2962,Commanche,C7757
3116,4,108,4353,225,232,1657,Rawah,C7201
3159,5,331,3183,214,231,4130,Rawah,C7745
2428,8,30,875,200,242,1008,Commanche,C4703
3381,5,932,1159,228,233,708,Neota,C7755
2053,11,30,983,224,215,424,Cache,C6102
3473,15,684,2162,225,207,1740,Rawah,C8776
2959,2,150,4978,222,234,6205,Rawah,C4744
2744,15,60,1442,178,241,2397,Rawah,C7745
2759,13,201,1390,218,212,1812,Rawah,C4744
2542,30,153,671,179,162,1200,Cache,C4703
3050,3,518,1436,220,232,2598,Rawah,C7745
3376,10,882,1138,199,224,1976,Commanche,C8771
3200,1,306,5980,215,239,1860,Rawah,C7201
3441,10,870,3479,208,250,351,Commanche,C8771
3189,14,85,981,208,211,2452,Rawah,C7202
2967,15,150,2373,223,249,1008,Commanche,C4758
3299,13,127,3550,226,247,1510,Commanche,C7756
3190,13,454,924,183,237,743,Commanche,C7202
2859,11,90,2221,216,250,2377,Commanche,C6102
3292,22,525,997,188,254,4519,Neota,C7756
3046,17,810,2525,208,200,1770,Commanche,C7700
2706,12,218,2663,230,215,830,Commanche,C4703
3280,2,573,5336,218,235,1661,Rawah,C7745
2959,8,212,3734,233,229,1426,Rawah,C7746
3119,13,313,2799,192,221,808,Rawah,C7745
3121,30,240,560,134,191,2178,Rawah,C7746
2955,11,30,5881,233,218,3487,Rawah,C7745
2722,10,313,1426,238,233,876,Commanche,C4704
2609,18,242,1490,176,215,1641,Commanche,C4703
3277,8,510,6184,226,223,671,Rawah,C7201
2908,9,108,3055,204,226,2222,Commanche,C7201
3221,7,342,2470,205,246,900,Commanche,C7756
2723,8,60,2100,231,225,1348,Rawah,C4744
3210,16,270,4290,244,230,1065,Commanche,C7757
3401,5,592,2016,225,230,1680,Rawah,C8703
2439,14,285,708,185,247,1376,Cache,C4703
2898,8,120,1142,199,240,600,Commanche,C7755
2612,18,313,1537,237,239,2215,Commanche,C2705
2813,12,0,904,231,215,2102,Commanche,C7700
2975,12,150,1572,197,221,1478,Rawah,C7745
3183,2,242,4925,214,239,2375,Rawah,C7745
2449,15,212,421,177,231,1337,Commanche,C4703
2929,14,30,1964,241,232,2873,Commanche,C7101
2993,16,300,604,246,221,543,Rawah,C7745
3282,12,270,2014,186,235,2044,Neota,C7757
2985,14,234,4499,181,229,2142,Rawah,C7746
3024,22,175,3398,152,230,1233,Commanche,C8772
3123,10,182,218,236,226,5483,Neota,C7202
3012,6,67,782,207,232,1477,Neota,C7202
3022,1,30,4507,220,236,849,Rawah,C7101
3237,17,470,417,179,248,2402,Commanche,C7757
2978,30,404,1699,125,227,626,Commanche,C4758
2310,12,270,911,225,214,849,Cache,C2717
3031,8,437,6584,232,238,3587,Rawah,C7102
3139,14,85,1060,237,239,1677,Commanche,C7202
3161,3,408,5501,223,240,547,Rawah,C7745
3213,13,247,2900,188,248,882,Commanche,C7755
2978,12,324,2543,205,217,1361,Commanche,C7757
2786,4,0,2554,225,238,2160,Rawah,C4744
2803,20,60,3174,246,229,2611,Rawah,C4744
3242,4,85,4239,216,231,1071,Rawah,C8772
2674,13,484,1200,230,213,1299,Rawah,C7202
3213,14,0,1387,238,215,1655,Rawah,C8771
2465,10,366,335,234,222,418,Cache,C2703
3200,10,228,4054,232,241,765,Commanche,C7202
2439,25,85,1324,213,248,865,Commanche,C2705
3034,13,85,2880,212,212,1170,Commanche,C7755
3096,5,90,730,230,234,1719,Rawah,C7202
2895,7,210,3578,232,236,1682,Rawah,C4744
3014,19,339,4430,207,195,2912,Rawah,C7745
3012,4,516,1926,222,241,2766,Commanche,C7756
2919,13,0,4114,184,241,537,Rawah,C7745
3195,21,457,1091,181,253,2769,Commanche,C7756
2492,19,108,847,176,209,726,Commanche,C4703
3017,15,182,5006,242,232,3478,Rawah,C7745
2695,7,0,849,219,224,1595,Rawah,C7102
3308,20,277,1782,184,254,3937,Neota,C7756
3111,15,127,2806,179,225,1282,Commanche,C7757
2996,16,108,2536,244,230,484,Rawah,C7746
3435,24,90,4129,244,230,4056,Commanche,C7757
3224,17,365,404,240,237,3435,Neota,C7701
3231,21,450,2730,193,254,3194,Commanche,C7757
2944,11,331,847,207,217,1739,Commanche,C7756
3031,8,255,2513,224,223,2758,Commanche,C7756
3120,12,150,5284,192,224,390,Rawah,C7745
2887,10,201,1570,203,222,2821,Commanche,C4704
3291,25,371,592,145,239,987,Neota,C7757
3056,13,134,2287,189,226,1850,Commanche,C7756
2840,10,180,2742,225,218,3878,Rawah,C7745
2924,13,170,5114,201,252,1142,Rawah,C7746
3485,33,323,2676,172,154,2338,Rawah,C8776
2468,15,153,696,179,225,1423,Cache,C2717
2993,17,404,1774,194,207,1201,Commanche,C7756
3197,8,600,1953,231,226,2892,Commanche,C7700
2833,36,313,1802,122,238,1440,Commanche,C4758
2946,24,242,5340,145,223,741,Rawah,C7745
3116,22,240,2502,228,245,3406,Rawah,C7201
3113,24,108,5069,235,186,1544,Rawah,C7745
3318,15,30,2079,234,208,3115,Rawah,C8771
3208,9,0,3420,210,249,1413,Commanche,C7202
3129,15,60,2691,187,216,636,Commanche,C7201
2710,20,182,1165,243,200,930,Commanche,C4758
2926,12,503,2618,233,242,1996,Commanche,C7702
3013,4,450,1786,211,243,1476,Commanche,C7756
3435,18,618,1006,170,224,1332,Neota,C7757
3402,11,816,782,228,218,242,Neota,C8771
3046,12,283,3078,220,212,1531,Commanche,C7756
2850,12,379,3692,233,216,6112,Rawah,C4744
3469,26,685,2161,242,182,1533,Rawah,C8776
3085,8,120,3678,200,232,2089,Rawah,C7202
2985,12,42,4269,238,237,2220,Rawah,C7745
3103,15,551,4135,234,208,4578,Rawah,C7745
2875,27,741,4092,174,253,1492,Commanche,C4758
3236,17,417,2363,189,209,1315,Commanche,C8771
3031,24,212,874,252,212,1341,Commanche,C4758
3153,16,127,2160,174,231,3136,Rawah,C7745
2970,9,395,3582,231,222,2060,Rawah,C7745
3168,14,162,3072,243,226,5195,Rawah,C7746
2472,17,190,990,196,206,242,Cache,C2717
2978,15,120,3997,199,211,2462,Rawah,C7745
2909,7,67,4709,206,229,1608,Rawah,C7101
2714,15,124,1503,218,205,1061,Rawah,C7745
2803,15,162,1981,191,215,2922,Rawah,C7745
2997,18,85,4560,241,205,2006,Rawah,C7745
2932,15,180,4657,235,209,1803,Rawah,C7745
2947,14,541,872,243,221,1215,Rawah,C7745
2801,20,108,2894,247,206,2166,Rawah,C7745
3177,7,0,1627,232,231,2760,Rawah,C7746
2777,10,153,1894,237,228,1812,Rawah,C4744
3094,11,268,3558,229,244,908,Rawah,C7745
2745,8,30,1054,206,228,2184,Commanche,C6102
3061,9,218,2056,198,230,2155,Commanche,C7756
3038,15,417,1080,230,207,1114,Commanche,C7757
2558,7,30,1144,205,230,607,Rawah,C6101
2771,16,60,648,234,242,2888,Commanche,C4704
3027,7,577,5618,222,225,3933,Rawah,C7745
2749,12,446,1687,224,213,2024,Rawah,C4744
2982,14,551,5708,184,244,5130,Rawah,C7745
3127,2,85,1019,213,237,1507,Commanche,C7202
2863,23,30,6095,151,220,4468,Rawah,C7700
3301,21,342,2001,210,252,1376,Commanche,C7757
2932,38,216,2550,134,242,1747,Commanche,C4758
3265,7,0,3736,232,233,3717,Rawah,C8771
3280,16,162,4517,173,231,750,Commanche,C7756
2909,13,534,2363,221,211,577,Commanche,C4704
2896,13,335,1664,218,250,1800,Commanche,C7790
2926,10,90,5044,218,218,3199,Rawah,C6101
3035,15,433,1082,177,242,601,Commanche,C4758
3235,13,42,1950,200,216,1505,Commanche,C7700
2997,6,365,4163,207,233,2106,Rawah,C7745
2662,1,228,1206,221,238,1383,Rawah,C4744
2774,29,268,1159,132,200,1377,Commanche,C7700
2842,13,228,1170,241,231,1950,Rawah,C7745
2629,16,190,2250,183,216,1572,Commanche,C4703
3136,22,351,295,228,245,484,Commanche,C7756
3006,10,95,930,237,228,1506,Commanche,C7202
2859,23,342,2679,200,182,1708,Commanche,C7757
3115,16,108,1635,236,241,2230,Commanche,C7757
3120,8,323,1782,199,237,789,Commanche,C7202
2942,14,85,503,232,211,2343,Rawah,C7745
2997,13,571,1581,220,250,1935,Commanche,C7756
